ID,FDP_ID,Election,Year,County,Agency,Measure,ElectionType,AgencyType,BallotQ_Coll,Impartial_Coll,Fiscal_Coll,Resolution_Coll,Ordinance_Coll,For_Coll,Against_Coll,RebutFor_Coll,RebutAgainst_Coll,ProjectBack_Coll,NotTaxFile,CantFindFile,ChangedOGFile,ChangedFileInfo,ChangeNotes,Notes,FileNames_Actual,Policy_Text,Clean_Policy_Text,Imp_Text,Clean_Imp_Text,Text_NOTES,Policy_Coll,FileName_Temp
Heat152,2767, 11/8/1988,1988,Riverside,City of Palm Springs,L,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat154,1157, 11/8/1988,1988,Riverside,City of Rancho Mirage,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat155,1178, 11/8/1988,1988,Riverside,Riverside County Transportation Commission,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat156,1183, 11/8/1988,1988,Sacramento,City of Folsom,H,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat157,1197, 11/8/1988,1988,Sacramento,City of Sacramento,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat158,1210, 11/8/1988,1988,Sacramento,Sacramento County,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat159,2795, 11/8/1988,1988,Sacramento,Sacramento County Transportaiton Authority,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat160,2801, 11/8/1988,1988,San Benito,City of San Juan Bautista,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat161,2803, 11/8/1988,1988,San Benito,San Benito County,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat162,1256, 11/8/1988,1988,San Bernardino,City of Montclair,R,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat163,2811, 11/8/1988,1988,San Bernardino,City of Ontario,T,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat164,1266, 11/8/1988,1988,San Bernardino,City of Redlands,U,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat165,2814, 11/8/1988,1988,San Bernardino,City of Rialto CFD No. 88-1,V,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat166,2830, 11/8/1988,1988,San Bernardino,"San Bernardino County Service Area No. 38, Improvement Zone 0",Y,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat167,1297, 11/8/1988,1988,San Diego,City of Carlsbad,M,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat168,2876, 11/8/1988,1988,San Joaquin,Collegeville Rural Fire Protection District,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat169,2877, 11/8/1988,1988,San Joaquin,Eastside Rural County Fire Protection District,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat170,2878, 11/8/1988,1988,San Joaquin,San Joaquin County Mosquito Abatement District,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat171,2894, 11/8/1988,1988,San Mateo,City of East Palo Alto,K,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat172,1565,  6/7/1988,1988,San Mateo,Hillsborough City School District,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat173,1742, 11/8/1988,1988,Santa Cruz,Branciforte Fire Protection District,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat174,2986, 11/8/1988,1988,Siskiyou,Dunsmuir Fire Protection District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat175,2987, 11/8/1988,1988,Siskiyou,Etna Cemetery District,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat176,3001, 11/8/1988,1988,Solano,Solano County,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat177,1921, 11/8/1988,1988,Sonoma,Gravenstein Union School District,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat178,1987, 11/8/1988,1988,Sonoma,Sweetwater Springs Water District,O,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat179,3020, 11/8/1988,1988,Stanislaus,Stanislaus County,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat180,3040, 11/8/1988,1988,Sutter,Sutter County Service Area A,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat181,3042, 11/8/1988,1988,Sutter,Timber Cove CFD No. 1,L,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat182,2039, 11/8/1988,1988,Tulare,Tulare County Transportation Authority,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat183,3074, 11/8/1988,1988,Tuolumne,Strawberry Fire Protection District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat184,3094,  6/7/1988,1988,Ventura,Somis Unified School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat185,2309,  3/7/1989,1989,El Dorado,Tahoe-Truckee Unified School District,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat186,465,  3/7/1989,1989,Kern,Kern County,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat187,2382,  3/7/1989,1989,Kern,Mojave Unified School District,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat188,2383, 11/7/1989,1989,Kern,Mojave Unified School District CFD No. 1,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat189,2472,  6/6/1989,1989,Los Angeles,South Pasadena Unified School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat190,2495,  3/7/1989,1989,Marin,Dixie Elementary School District,?,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat191,, 11/3/1989,1989,Nevada,Tahoe-Truckee Unified School District,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat192,2744,  3/7/1989,1989,Placer,Tahoe-Truckee Unified School District,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat193,2796,  3/7/1989,1989,Sacramento,San Juan Unified School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat194,2945,  6/6/1989,1989,Santa Clara,Los Altos School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat195,1906,  6/6/1989,1989,Sonoma,Cloverdale Unified School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat196,2037, 11/7/1989,1989,Tulare,Tulare City School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat198,88, 11/6/1990,1990,Alameda,City of Newark,I,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat197,87, 11/6/1990,1990,Alameda,City of Newark,H,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat199,118, 11/6/1990,1990,Alameda,City of Oakland (Rockridge Library Dist CFD No. 1),L,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat200,182,  6/5/1990,1990,Butte,Butte County,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat201,2152,  6/5/1990,1990,Butte,Butte County Community Service Area No. 121,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat202,2153,  6/5/1990,1990,Butte,Butte County Community Service Area No. 122,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat203,2157, 11/6/1990,1990,Butte,Chico Area Recreation and Park District (Advisory),H,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat204,187, 11/6/1990,1990,Butte,City of Oroville,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat205,201,  6/5/1990,1990,Butte,Town of Paradise,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat206,2164, 11/6/1990,1990,Calaveras,Calaveras County,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat207,2175, 11/6/1990,1990,Calaveras,Mountain Ranch Fire Protection District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat208,240, 11/6/1990,1990,Contra Costa,City of Martinez,L,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat209,252, 11/6/1990,1990,Contra Costa,City of Pittsburg,M,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat210,266, 11/6/1990,1990,Contra Costa,Contra Costa County,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat211,273,  6/5/1990,1990,Contra Costa,Contra Costa County Service Area No. P-2 (Zone A),E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat212,2258, 11/6/1990,1990,Del Norte,Del Norte County,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat213,2263, 11/6/1990,1990,El Dorado,El Dorado County,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat214,2299,  6/5/1990,1990,El Dorado,El Dorado County Service Area No. 3,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat215,2307,  6/5/1990,1990,El Dorado,Rescue Fire Protection District,L,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat216,438, 11/6/1990,1990,KERN,City of California City,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat218,2371, 11/6/1990,1990,KERN,Kern County,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat217,2370,  6/5/1990,1990,KERN,Kern County,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat219,2400, 11/6/1990,1990,Lassen,Lassen Community Hospital District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat220,2401, 11/6/1990,1990,Lassen,Lassen County Anti-Crime Authority,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat221,2423,  6/5/1990,1990,Los Angeles,Beverly Hills Unified School District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat222,524, 11/6/1990,1990,Los Angeles,City of Bellflower,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat223,2438,  6/5/1990,1990,Los Angeles,City of Hawaiian Gardens,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat225,557, 11/6/1990,1990,Los Angeles,City of Hawthorne,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat224,556,  6/5/1990,1990,Los Angeles,City of Hawthorne,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat226,2447, 11/6/1990,1990,Los Angeles,City of La Verne (ADVISORY),H,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat227,600,  6/5/1990,1990,Los Angeles,City of Long BeachCFD No. 2,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat228,603, 11/6/1990,1990,Los Angeles,City of Los Angeles,J,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat229,651, 11/6/1990,1990,Los Angeles,City of San Marino,P,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat230,700, 11/6/1990,1990,Los Angeles,Los Angeles County Regional Justice Facilities Financing Agency,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat231,702, 11/6/1990,1990,Los Angeles,Los Angeles County Transportation Commission,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat232,2475,  6/5/1990,1990,Los Angeles,Wiseburn School District,X,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat233,2479,  6/5/1990,1990,Marin,Bolinas Community Public Utilities District (Advisory),C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat234,732,  6/5/1990,1990,Marin,Bolinas Fire Protection District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat235,2489, 11/6/1990,1990,Marin,City of Larkspur,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat236,2491, 11/6/1990,1990,Marin,City of Novato,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat237,2515, 11/6/1990,1990,Marin,Marin County Community Services District (Marinwood),D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat238,2516, 11/6/1990,1990,Marin,Marin County Community Services District (Muir Beach),E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat239,2519, 11/6/1990,1990,Marin,Marin County Flood Control District #7,J,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat240,2523, 11/6/1990,1990,Marin,Marin County Service Area No. 13,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat241,2525,  6/5/1990,1990,Marin,Marin County Service Area No. 17,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat243,2527, 11/6/1990,1990,Marin,Marin County Service Area No. 19,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat242,2526,  6/5/1990,1990,Marin,Marin County Service Area No. 19,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat244,2534, 11/6/1990,1990,Marin,Marin County Transportation Authority,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat245,2547, 4/10/1990,1990,Marin,Reed Union Elementary School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat246,2590,  6/5/1990,1990,Mendocino,City of Ukiah,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat247,2598,  6/5/1990,1990,Mendocino,Greater Willits Ambulance District,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat248,2624,  6/5/1990,1990,Merced,Merced County,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat249,2632, 11/6/1990,1990,Modoc,Lookout Fire Protection District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat250,2655, 11/6/1990,1990,Monterey,Carmel Valley Fire Protection District,P,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat251,2683, 11/6/1990,1990,Monterey,Monterey Peninsula Regional Park District (Advisory),N,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat252,2695, 11/6/1990,1990,Napa,Los Carneros Water District,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat253,972, 11/6/1990,1990,Nevada,Penn Valley Fire Protection District,T,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat254,983,  6/5/1990,1990,Nevada,Truckee-Donner Recreation and Park District,P,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat255,989, 11/6/1990,1990,Orange,City of Anaheim,U,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat256,1012, 11/6/1990,1990,Orange,City of La Palma,I,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat257,2724, 11/6/1990,1990,Orange,City of Orange,K,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat258,2725, 11/6/1990,1990,Orange,City of Westminster,LL,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat259,1037, 11/6/1990,1990,Orange,Orange County Local Transportation Authority,M,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat260,2734, 11/6/1990,1990,Placer,Placer County,A,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat261,1098, 11/6/1990,1990,Riverside,City of Banning,T,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat262,1124,  6/5/1990,1990,Riverside,City of La Quinta,Q,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat263,2774,  6/5/1990,1990,Riverside,Desert Sands Unified School District,O,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat264,2778,  6/5/1990,1990,Riverside,Perris School District CFD No. 1,P,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat265,1173, 11/6/1990,1990,Riverside,Riverside County Regional Park and Open Space District,K,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat266,1211, 11/6/1990,1990,Sacramento,Sacramento County,U,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat267,2797,  6/5/1990,1990,Sacramento,Sloughhouse Fire Protection District (Advisory),R,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat268,2798,  6/5/1990,1990,San Benito,City of Hollister,H,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat269,1233, 11/6/1990,1990,San Benito,San Benito County Criminal Justice Facilities Authority,J,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat271,1268, 11/6/1990,1990,San Bernardino,City of Redlands,T,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat270,1267,  6/5/1990,1990,San Bernardino,City of Redlands,M,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat272,2817,  6/5/1990,1990,San Bernardino,City of Twentynine Palms Parks and Recreation District CFD No. 90, 1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat273,2819,  6/5/1990,1990,San Bernardino,City of Upland,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat274,2831, 11/6/1990,1990,San Bernardino,San Bernardino County Service Area No. 70 Improvement Zone R5 Sugarloaf CFD No. 90-8,X,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat275,1315,  6/5/1990,1990,San Diego,City of Imperial Beach,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat276,1316, 11/6/1990,1990,San Diego,City of La Mesa,U,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat277,1336, 11/6/1990,1990,San Diego,City of Vista,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat279,2841, 11/6/1990,1990,San Diego,Deerhorn Valley Community Rural Fire Protection District,AA,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat278,1341, 11/6/1990,1990,San Diego,Deer Springs Fire Protection District,Z,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat280,2842, 11/6/1990,1990,San Diego,Descanso Community Rural Fire Protection District,BB,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat281,2846, 11/6/1990,1990,San Diego,Potrero Community Rural Fire Protection District,CC,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat282,2849,  6/5/1990,1990,San Diego,Rural Fire Protection District,O,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat283,1354, 11/6/1990,1990,San Diego,San Diego County Open Space and Parks CFD No. 1,E,,,,,,,,,,,,,,1,,,,,,,,,,,,
Heat286,1384, 11/6/1990,1990,San Francisco,City & County of San Francisco,B,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat285,1383, 11/6/1990,1990,San Francisco,City & County of San Francisco,A,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat284,1382,  6/5/1990,1990,San Francisco,City & County of San Francisco,A,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat287,1424,  6/5/1990,1990,San Francisco,San Francisco Unified School District CFD No. 90-1,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat288,1448, 11/6/1990,1990,San Joaquin,San Joaquin County,K,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat289,2879, 11/6/1990,1990,San Luis Obispo,Atascadero Unified School District,B,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat290,1466, 11/6/1990,1990,San Luis Obispo,City of Morro Bay,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat291,2881, 11/6/1990,1990,San Luis Obispo,City of Pismo Beach,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat292,2883, 11/6/1990,1990,San Luis Obispo,Paso Robles Joint Union High School District,E,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat293,2884, 11/6/1990,1990,San Luis Obispo,Paso Robles Union School District,D,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat294,1478, 11/6/1990,1990,San Luis Obispo,San Luis Obispo Area Coordinating Council,J,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat295,2893, 11/6/1990,1990,San Luis Obispo,Templeton Unified School District,C,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat296,1521, 11/6/1990,1990,San Mateo,City of East Palo Alto,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat297,2899, 11/6/1990,1990,San Mateo,City of Half Moon Bay,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat298,1587, 11/6/1990,1990,San Mateo,San Mateo City School District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat299,1638, 11/6/1990,1990,Santa Barbara,Santa Barbara County Community Services District (Vandenberg Village),Z,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat300,1648,  6/5/1990,1990,Santa Barbara,Santa Barbara County Service Area No.3,L,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat301,2919, 11/6/1990,1990,Santa Barbara,Santa Ynez Valley Union High School District,X,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat302,2925, 11/6/1990,1990,Santa Clara,Ballpark Joint Powers Finance Authority,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat303,1667, 11/6/1990,1990,Santa Clara,City of Cupertino,T,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat304,2934, 11/6/1990,1990,Santa Clara,City of Mountain View,O,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat305,1686, 11/6/1990,1990,Santa Clara,City of San Jose,H,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat306,2953, 11/6/1990,1990,Santa Clara,North County Library Authority,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat307,2959,  6/5/1990,1990,Santa Clara,Santa Clara County,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat308,1735, 11/6/1990,1990,Santa Clara,Santa Clara County (Advisory),N,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat309,2971,  6/5/1990,1990,Santa Clara,Santa Clara Valley Water District,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat310,1743,  6/5/1990,1990,Santa Cruz,Central Fire Protection District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat311,1744, 11/6/1990,1990,Santa Cruz,City of Capitola,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat312,1751, 11/6/1990,1990,Santa Cruz,City of Santa Cruz,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat314,1764, 11/6/1990,1990,Santa Cruz,City of Scotts Valley,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat313,1763, 11/6/1990,1990,Santa Cruz,City of Scotts Valley,Q,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat315,1769, 11/6/1990,1990,Santa Cruz,City of Watsonville,T,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat316,2979,  6/5/1990,1990,Santa Cruz,Pacific Elementary School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat317,1797, 11/6/1990,1990,Santa Cruz,Santa Cruz County,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat318,2984,  6/5/1990,1990,Siskiyou,City of Mount Shasta,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat319,1819,  6/5/1990,1990,Siskiyou,City of Weed,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat320,2989,  6/5/1990,1990,Siskiyou,Siskiyou County,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat323,2993, 11/6/1990,1990,Siskiyou,Siskiyou County Community Services District (Lake Shastina),L,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat322,2992, 11/6/1990,1990,Siskiyou,Siskiyou County Community Services District (Lake Shastina),K,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat321,2991, 11/6/1990,1990,Siskiyou,Siskiyou County Community Services District (Lake Shastina),J,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat324,3002,  6/5/1990,1990,Solano,Solano County,T,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat325,1979, 11/6/1990,1990,Sonoma,Sonoma County Open Space Authority,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat326,1980, 11/6/1990,1990,Sonoma,Sonoma County Transportation Authority,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat327,3010, 11/6/1990,1990,Stanislaus,City of Oakdale,I,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat328,3014,  6/5/1990,1990,Stanislaus,City of Riverbank,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat329,3019, 11/6/1990,1990,Stanislaus,Oakdale Union Elementary School District CFD No. 1990-1,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat330,3021,  6/5/1990,1990,Stanislaus,Stanislaus County,Z,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat331,3045, 11/6/1990,1990,Sutter,Yuba City Unified School District CFD No.2,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat332,2015, 11/6/1990,1990,Trinity,Greater Hayfork Valley Park and Recreation District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat333,3050, 11/6/1990,1990,Trinity,Post Mountain Public Utility District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat334,3058,  6/5/1990,1990,Trinity,Trinity County Community Services District (Salyer),A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat336,3069, 11/6/1990,1990,Tulare,Richgrove School District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat335,2032,  6/5/1990,1990,Tulare,Richgrove School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat337,2040, 11/6/1990,1990,Tulare,Tulare County Transportation Authority,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat338,2048, 11/6/1990,1990,Tuolumne,Tuolumne County Community Services District (Groveland),A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat339,2057, 11/6/1990,1990,Ventura,City of Moorpark Mello-Roos Paramedic and Ambulance District,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat340,3086,  6/5/1990,1990,Ventura,City of Oxnard,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat341,3093, 11/6/1990,1990,Ventura,Santa Paula Union High School District (Public Library),F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat342,3098, 11/6/1990,1990,Ventura,Ventura County Fillmore-Piru Memorial District,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat343,3099, 11/6/1990,1990,Ventura,Ventura County Transportation Commission,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat344,3105,  6/5/1990,1990,Yolo,Yolo County,A,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat345,184, 11/5/1991,1991,Butte,Butte County Chico Library District,L,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat346,222,  6/4/1991,1991,Contra Costa,Acalanes Unified School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat347,2255, 11/5/1991,1991,Contra Costa,John Swett Unified School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat348,298,  6/4/1991,1991,Contra Costa,Orinda Union School District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat349,2245, 11/5/1991,1991,Contra Costa,San Ramon Valley Unified School District,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat350,2424,  6/4/1991,1991,Los Angeles,Beverly Hills Unified School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat351,678, 11/5/1991,1991,Los Angeles,Claremont Unified School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat352,2459, 11/5/1991,1991,Los Angeles,Culver City Unified School District,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat353,2461, 11/5/1991,1991,Los Angeles,El Segundo Unified School District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat354,683, 11/5/1991,1991,Los Angeles,La Canada Unified School District,M,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat355,686, 11/5/1991,1991,Los Angeles,Las Virgenes Unified School District,K,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat356,2465,  6/4/1991,1991,Los Angeles,San Marino Unified School District,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat357,2473, 11/5/1991,1991,Los Angeles,South Pasadena Unified School District,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat358,2502,  3/5/1991,1991,Marin,Kentfield School District,?,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat359,2503, 11/5/1991,1991,Marin,Lagunitas School District,?,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat360,882,  6/4/1991,1991,Mendocino,Mendocion Unified School District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat361,1027,  6/5/1991,1991,Orange,Irvine Unified School District,P,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat362,2869,  6/4/1991,1991,San Diego,San Dieguito Union High School District,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat363,2940,  3/5/1991,1991,Santa Clara,Loma Prieta Joint Union Elementary School District,A,,,,,,,,,,,,,,,,,,,,,,,,,,
